,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_Stance,R_age,R_Height_cms,R_Reach_cms,B_Stance,B_age,B_Height_cms,B_Reach_cms
1223,Thales Leites,Krzysztof Jotko,Blue,Middleweight,3,Orthodox,35.0,185.42,198.12,Southpaw,27.0,185.42,195.58
1224,Warlley Alves,Kamaru Usman,Blue,Welterweight,3,Orthodox,25.0,180.34,182.88,Switch,29.0,182.88,193.04
1225,Sergio Moraes,Zak Ottow,Red,Welterweight,3,Orthodox,34.0,182.88,182.88,Orthodox,29.0,180.34,182.88
1226,Cezar Ferreira,Jack Hermansson,Red,Middleweight,3,Southpaw,31.0,185.42,198.12,Orthodox,28.0,185.42,195.58
1227,Marcos Rogerio de Lima,Gadzhimurad Antigulov,Blue,Light Heavyweight,3,Orthodox,31.0,185.42,190.5,Orthodox,29.0,180.34,177.8
1228,Johnny Eduardo,Manvel Gamburyan,Red,Bantamweight,3,Orthodox,38.0,170.18,180.34,Orthodox,35.0,165.1,170.18
1229,Luis Henrique,Christian Colombo,Red,Heavyweight,3,Orthodox,23.0,187.96,187.96,Orthodox,36.0,195.58,203.2
1230,Pedro Munhoz,Justin Scoggins,Red,Bantamweight,3,Orthodox,30.0,167.64,165.1,Southpaw,24.0,170.18,167.64
1232,Gegard Mousasi,Uriah Hall,Red,Middleweight,5,Orthodox,31.0,187.96,193.04,Orthodox,32.0,182.88,200.66
1233,Ross Pearson,Stevie Ray,Blue,Lightweight,3,Orthodox,32.0,172.72,175.26,Southpaw,26.0,177.8,177.8
1234,Tim Johnson,Alexander Volkov,Blue,Heavyweight,3,Southpaw,31.0,190.5,195.58,Orthodox,28.0,200.66,203.2
1235,Artem Lobov,Teruto Ishihara,Red,Featherweight,3,Southpaw,30.0,175.26,165.1,Southpaw,25.0,170.18,175.26
1236,Magnus Cedenblad,Jack Marshman,Blue,Middleweight,3,Orthodox,34.0,195.58,200.66,Orthodox,26.0,182.88,185.42
1237,Kyoji Horiguchi,Ali Bagautinov,Red,Flyweight,3,Orthodox,26.0,165.1,167.64,Orthodox,31.0,162.56,165.1
1238,Kevin Lee,Magomed Mustafaev,Red,Lightweight,3,Orthodox,24.0,175.26,195.58,Orthodox,28.0,172.72,180.34
1239,Anna Elmose,Amanda Cooper,Blue,Women's Strawweight,3,Orthodox,32.0,160.02,165.1,Switch,25.0,160.02,162.56
1240,Justin Ledet,Mark Godbeer,Red,Heavyweight,3,Orthodox,28.0,193.04,203.2,Orthodox,32.0,193.04,195.58
1241,Zak Cummings,Alexander Yakovlev,Red,Welterweight,3,Southpaw,32.0,182.88,190.5,Southpaw,32.0,190.5,187.96
1242,Marion Reneau,Milana Dudieva,Red,Women's Bantamweight,3,Orthodox,39.0,167.64,172.72,Orthodox,27.0,160.02,154.94
1243,Brett Johns,Kwan Ho Kwak,Red,Bantamweight,3,Orthodox,24.0,170.18,180.34,Switch,27.0,165.1,177.8
1244,Charlie Ward,Abdul Razak Alhassan,Blue,Welterweight,3,Orthodox,35.0,180.34,185.42,Orthodox,31.0,177.8,185.42
1245,Eddie Alvarez,Conor McGregor,Blue,Lightweight,5,Orthodox,32.0,175.26,175.26,Southpaw,28.0,175.26,187.96
1247,Joanna Jedrzejczyk,Karolina Kowalkiewicz,Red,Women's Strawweight,5,Orthodox,29.0,167.64,165.1,Orthodox,31.0,160.02,162.56
1248,Chris Weidman,Yoel Romero,Blue,Middleweight,3,Orthodox,32.0,187.96,198.12,Southpaw,39.0,182.88,185.42
1249,Miesha Tate,Raquel Pennington,Blue,Women's Bantamweight,3,Orthodox,30.0,167.64,165.1,Orthodox,28.0,170.18,170.18
1250,Frankie Edgar,Jeremy Stephens,Red,Featherweight,3,Orthodox,35.0,167.64,172.72,Orthodox,30.0,172.72,180.34
1251,Khabib Nurmagomedov,Michael Johnson,Red,Lightweight,3,Orthodox,28.0,177.8,177.8,Southpaw,30.0,177.8,185.42
1252,Rafael Natal,Tim Boetsch,Blue,Middleweight,3,Orthodox,33.0,182.88,193.04,Orthodox,35.0,182.88,187.96
1253,Vicente Luque,Belal Muhammad,Red,Welterweight,3,Orthodox,24.0,180.34,190.5,Orthodox,28.0,180.34,182.88
1254,Jim Miller,Thiago Alves,Red,Catch Weight,3,Southpaw,33.0,172.72,180.34,Orthodox,33.0,175.26,177.8
1255,Liz Carmouche,Katlyn Chookagian,Red,Women's Bantamweight,3,Orthodox,32.0,167.64,167.64,Orthodox,27.0,175.26,172.72
1256,Rafael Dos Anjos,Tony Ferguson,Blue,Lightweight,5,Southpaw,32.0,172.72,177.8,Orthodox,32.0,180.34,193.04
1257,Diego Sanchez,Marcin Held,Red,Lightweight,3,Southpaw,34.0,177.8,182.88,Orthodox,24.0,175.26,180.34
1258,Ricardo Lamas,Charles Oliveira,Red,Featherweight,3,Orthodox,34.0,172.72,180.34,Orthodox,27.0,177.8,187.96
1259,Martin Bravo,Claudio Puelles,Red,Lightweight,4,Southpaw,23.0,172.72,180.34,Southpaw,20.0,180.34,182.88
1260,Beneil Dariush,Rashid Magomedov,Red,Lightweight,3,Southpaw,27.0,177.8,182.88,Orthodox,31.0,175.26,177.8
1261,Alexa Grasso,Heather Jo Clark,Red,Women's Strawweight,3,Orthodox,23.0,165.1,167.64,,36.0,167.64,162.56
1262,Erik Perez,Felipe Arantes,Red,Bantamweight,3,Orthodox,26.0,172.72,172.72,Orthodox,28.0,172.72,185.42
1263,Marco Beltran,Joe Soto,Blue,Catch Weight,3,Orthodox,30.0,172.72,175.26,Orthodox,29.0,167.64,165.1
1264,Erick Montano,Max Griffin,Blue,Welterweight,3,Orthodox,30.0,182.88,185.42,Orthodox,30.0,180.34,193.04
1265,Henry Briones,Douglas Silva de Andrade,Blue,Bantamweight,3,,36.0,172.72,175.26,Orthodox,31.0,170.18,172.72
1266,Sam Alvey,Alex Nicholson,Red,Middleweight,3,Southpaw,30.0,187.96,190.5,Orthodox,26.0,193.04,205.74
1267,Polo Reyes,Jason Novelli,Red,Lightweight,3,,31.0,180.34,180.34,Orthodox,37.0,182.88,190.5
1268,Enrique Barzola,Chris Avila,Red,Featherweight,3,,27.0,170.18,177.8,Orthodox,23.0,177.8,182.88
1269,Michael Bisping,Dan Henderson,Red,Middleweight,5,Orthodox,37.0,185.42,190.5,Orthodox,46.0,180.34,187.96
1270,Vitor Belfort,Gegard Mousasi,Blue,Middleweight,3,Southpaw,39.0,182.88,187.96,Orthodox,31.0,187.96,193.04
1271,Ovince Saint Preux,Jimi Manuwa,Blue,Light Heavyweight,3,Southpaw,33.0,190.5,203.2,Orthodox,36.0,185.42,200.66
1272,Stefan Struve,Daniel Omielanczuk,Red,Heavyweight,3,Orthodox,28.0,210.82,213.36,Southpaw,34.0,182.88,187.96
1273,Mirsad Bektic,Russell Doane,Red,Featherweight,3,Orthodox,25.0,172.72,177.8,Orthodox,30.0,170.18,177.8
1274,Brad Pickett,Iuri Alcantara,Blue,Bantamweight,3,Orthodox,38.0,167.64,172.72,Southpaw,36.0,175.26,180.34
1275,Davey Grant,Damian Stasiak,Blue,Bantamweight,3,,30.0,172.72,175.26,Orthodox,26.0,165.1,177.8
1276,Leon Edwards,Albert Tumenov,Red,Welterweight,3,Southpaw,25.0,182.88,187.96,Orthodox,24.0,180.34,185.42
1277,Lukasz Sajewski,Marc Diakiese,Blue,Lightweight,3,Orthodox,25.0,172.72,180.34,Orthodox,23.0,177.8,185.42
1278,Danny Roberts,Mike Perry,Blue,Welterweight,3,Southpaw,29.0,185.42,187.96,Orthodox,25.0,177.8,180.34
1279,Leonardo Santos,Adriano Martins,Red,Lightweight,3,Orthodox,36.0,182.88,190.5,Southpaw,33.0,177.8,182.88
1280,John Lineker,John Dodson,Red,Bantamweight,5,Orthodox,26.0,160.02,170.18,Orthodox,32.0,160.02,167.64
1281,Will Brooks,Alex Oliveira,Blue,Lightweight,3,Orthodox,29.0,177.8,182.88,Orthodox,28.0,180.34,193.04
1282,Joshua Burkman,Zak Ottow,Blue,Welterweight,3,Orthodox,36.0,177.8,182.88,Orthodox,29.0,180.34,182.88
1283,Louis Smolka,Brandon Moreno,Blue,Flyweight,3,Orthodox,25.0,175.26,172.72,Orthodox,22.0,170.18,177.8
1284,Henrique da Silva,Joachim Christensen,Red,Light Heavyweight,3,Orthodox,27.0,190.5,193.04,Orthodox,37.0,190.5,193.04
1285,Hacran Dias,Andre Fili,Blue,Featherweight,3,Orthodox,32.0,172.72,175.26,Orthodox,26.0,180.34,187.96
1286,Shamil Abdurakhimov,Walt Harris,Red,Heavyweight,3,Orthodox,35.0,190.5,193.04,Southpaw,33.0,195.58,195.58
1287,Keita Nakamura,Elizeu Zaleski dos Santos,Blue,Welterweight,3,Southpaw,32.0,180.34,185.42,Orthodox,29.0,180.34,185.42
1288,Nate Marquardt,Tamdan McCrory,Red,Middleweight,3,Orthodox,37.0,182.88,187.96,Switch,29.0,193.04,198.12
1289,Jonathan Wilson,Ion Cutelaba,Blue,Light Heavyweight,3,Southpaw,29.0,187.96,190.5,Southpaw,22.0,185.42,190.5
1290,Cody East,Curtis Blaydes,Blue,Heavyweight,3,Orthodox,28.0,190.5,187.96,Orthodox,25.0,193.04,203.2
1291,Kelly Faszholz,Ketlen Vieira,Blue,Women's Bantamweight,3,Orthodox,31.0,172.72,170.18,Orthodox,25.0,172.72,172.72
1292,Cris Cyborg,Lina Lansberg,Red,Catch Weight,5,Orthodox,31.0,172.72,172.72,Orthodox,34.0,170.18,165.1
1293,Renan Barao,Phillipe Nover,Red,Featherweight,3,Orthodox,29.0,167.64,177.8,Orthodox,32.0,175.26,182.88
1294,Roy Nelson,Antonio Silva,Red,Heavyweight,3,Orthodox,40.0,182.88,182.88,Orthodox,37.0,193.04,203.2
1295,Francisco Trinaldo,Paul Felder,Red,Lightweight,3,Southpaw,38.0,175.26,177.8,Orthodox,32.0,180.34,177.8
1296,Thiago Santos,Eric Spicely,Blue,Middleweight,3,Orthodox,32.0,187.96,193.04,Orthodox,29.0,185.42,185.42
1297,Godofredo Pepey,Mike de la Torre,Red,Featherweight,3,Orthodox,29.0,170.18,185.42,Orthodox,30.0,180.34,180.34
1298,Gilbert Burns,Michel Prazeres,Blue,Lightweight,3,Orthodox,30.0,177.8,180.34,Orthodox,35.0,167.64,170.18
1299,Rani Yahya,Michinori Tanaka,Red,Bantamweight,3,Orthodox,32.0,167.64,170.18,Orthodox,25.0,165.1,170.18
1300,Jussier Formiga,Dustin Ortiz,Red,Flyweight,3,Orthodox,31.0,165.1,170.18,Orthodox,27.0,165.1,165.1
